"","Author","Title","Key","Publication.Title","DOI","Date"
"813","Goetzmann, William N.; Peles, Nadav","COGNITIVE DISSONANCE AND MUTUAL FUND INVESTORS","CUJQ9G5X","Journal of Financial Research","10.1111/j.1475-6803.1997.tb00241.x",1997
"814","Benson, Karen L.; Humphrey, Jacquelyn E.","Socially responsible investment funds: Investor reaction to current and past returns.","LKISYK6P","Journal of Banking & Finance","10.1016/j.jbankfin.2007.12.013",2008
"815","Zheng, Lu","Is Money Smart? A Study of Mutual Fund Investors' Fund Selection Ability","KJYNDLF3","The Journal of Finance","10.1111/0022-1082.00131",1999
"816","Nanda, V.","Family Values and the Star Phenomenon: Strategies of Mutual Fund Families","BQAREF9H","Review of Financial Studies","10.1093/rpd/hhg054",2003
"817","Gruber, Martin J.","Another Puzzle: The Growth in Actively Managed Mutual Funds","URE3L9D8","The Journal of Finance","10.1111/j.1540-6261.1996.tb02707.x",1996
"818","Keeney, Ralph L.; Raiffa, Howard","Decisions with Multiple Objectives","FR2T4ZWW","","",1993
"819","Kahneman, Daniel; Tversky, Amos","Intuitive Prediction: Biases and Corrective Procedures","QLV8HRKU","Judgment under Uncertainty","",1982
"820","Sharpe, William F.","CAPITAL ASSET PRICES: A THEORY OF MARKET EQUILIBRIUM UNDER CONDITIONS OF RISK*","VQBJ2GWH","The Journal of Finance","10.1111/j.1540-6261.1964.tb02865.x",1964
"821","Shafer, Glenn; Kahnerman, Daniel; Slovic, Paul; Tversky, Amos","Judgment Under Uncertainty: Heuristics and Biases.","UMXJ6J72","Journal of the American Statistical Association","10.2307/2288362",1984
"822","Lakonishok, Josef; Shleifer, Andrei; Vishny, Robert W.","Contrarian Investment, Extrapolation, and Risk","J492QQKH","The Journal of Finance","10.1111/j.1540-6261.1994.tb04772.x",1994
"823","De Bondt, Werner F. M.; Thaler, Richard H.","Does the Stock Market Overreact","GF22LIX8","The Journal of Finance","10.1111/j.1540-6261.1985.tb05004.x",1985
"824","Hortacsu, Ali; Syverson, Chad","Product Differentiation, Search Costs, and Competition in the Mutual Fund Industry: A Case Study of S&P 500 Index Funds","DDF2LQJL","The Quarterly Journal of Economics","10.1162/0033553041382184",2004
"825","Boudoukh, Jacob; Richardson, Matthew; Subrahmanyam, Marti G.; Whitelaw, Robert F.","Stale Prices and Strategies for Trading Mutual Funds","UDGFJXJR","Financial Analysts Journal","10.2469/faj.v58.n4.2454",2002
"826","Capon, Noel; Fitzsimons, Gavan J.; Prince, Russ Alan","An individual level analysis of the mutual fund investment decision","GQGFJX9R","Journal of Financial Services Research","10.1007/bf00120146",1996
"827","Edelen, Roger M.","Investor flows and the assessed performance of open-end mutual funds","UY5BNFIP","Journal of Financial Economics","10.1016/s0304-405x(99)00028-8",1999
"828","Campbell, Donald E.","Realization of Choice Functions","K3ERE4A4","Econometrica","10.2307/1913654",1978
"829","Fama, Eugene F.; French, Kenneth R.","The Cross‐Section of Expected Stock Returns","U85M6S34","The Journal of Finance","10.1111/j.1540-6261.1992.tb04398.x",1992
"830","Basu, S.","INVESTMENT PERFORMANCE OF COMMON STOCKS IN RELATION TO THEIR PRICE-EARNINGS RATIOS: A TEST OF THE EFFICIENT MARKET HYPOTHESIS","EKF8KBM8","The Journal of Finance","10.1111/j.1540-6261.1977.tb01979.x",1977
"831","Goetzmann, William N.; Ivkovic, Zoran; Rouwenhorst, K. Geert","Day Trading International Mutual Funds: Evidence and Policy Solutions","99QPTW2K","The Journal of Financial and Quantitative Analysis","10.2307/2676284",2001
"832","Khorana, Ajay; Servaes, Henri","The Determinants of Mutual Fund Starts","35E9STQF","Review of Financial Studies","10.1093/rfs/12.5.1043",1999
"833","Markowitz, Harry","Portfolio Selection","ALXKSZCB","The Journal of Finance","10.2307/2975974",1952
"834","Busse, Jeffrey A.","Another Look at Mutual Fund Tournaments","NFUJ9QYN","The Journal of Financial and Quantitative Analysis","10.2307/2676197",2001
"835","Del Guercio, Diane; Tkac, Paula A.","The Determinants of the Flow of Funds of Managed Portfolios: Mutual Funds vs. Pension Funds","SPD3NAVD","The Journal of Financial and Quantitative Analysis","10.2307/3595011",2002
"836","Lintner, John","THE VALUATION OF RISK ASSETS AND THE SELECTION OF RISKY INVESTMENTS IN STOCK PORTFOLIOS AND CAPITAL BUDGETS","KDCZXVPC","The Review of Economics and Statistics","",1965
"837","Basu, S.","Investment Performance of Common Stocks in Relation to Their Price-Earnings Ratios: A Test of the Efficient Market Hypothesis","P9GFESG7","The Journal of Finance","10.2307/2326304",1977
"838","Keim, Donald B.","SIZE-RELATED ANOMALIES AND STOCK RETURN SEASONALITY Further Empirical Evidence","ZBI44KJG","Journal of Financial Economics","10.1016/0304-405x(83)90025-9",1983
"839","Warther, Vincent A.","Aggregate mutual fund flows and security returns","EMGGQ69W","Journal of Financial Economics","10.1016/0304-405x(95)00827-2",1995
"840","Reinganum, Marc R.","The anomalous stock market behavior of small firms in January","GYJJ56NS","Journal of Financial Economics","10.1016/0304-405x(83)90029-6",1983
"841","Mossin, Jan","EQUILIBRIUM IN A CAPITAL ASSET MARKET","G8SANW6T","Econometrica","10.2307/1910098",1966
"842","Kahneman, Daniel; Slovic, Paul; Tversky, Amos","Judgment under uncertainty: List of contributors","RXFSHXXX",NA,"",1982
"843","De Bondt, Werner F. M.; Thaler, Richard H.","Further Evidence On Investor Overreaction and Stock Market Seasonality","BRLY4SXH","The Journal of Finance","10.1111/j.1540-6261.1987.tb04569.x",1987
"844","Keeney, Ralph L.; Raiffa, Howard; Rajala, David W.","Decisions with Multiple Objectives: Preferences and Value Trade-Offs","QPCS2GK8","","",1976
"845","Abel, Andrew B.","Asset Prices under Habit Formation and Catching Up with the Joneses","5RC76ZM8",NA,"10.3386/w3279",1990
"846","Jensen, Michael C.","THE PERFORMANCE OF MUTUAL FUNDS IN THE PERIOD 1945–1964","KAQNWCCL","The Journal of Finance","10.1111/j.1540-6261.1968.tb00815.x",1968
"847","Ippolito, Richard A.","Consumer Reaction to Measures of Poor Quality: Evidence from the Mutual Fund Industry","JLJ3RY9M","The Journal of Law and Economics","10.1086/467244",1992
"848","Sharpe, William F.","Capital Asset Prices: A Theory of Market Equilibrium under Conditions of Risk","I3R8RFIE","The Journal of Finance","10.2307/2977928",1964
"849","Barber, Brad M.; Odean, Terrance","Boys will be Boys: Gender, Overconfidence, and Common Stock Investment","8JCXVFUS","The Quarterly Journal of Economics","10.1162/003355301556400",2001
"850","Lakonishok, Josef; Shleifer, Andrei; Vishny, Robert W.","Contrarian Investment, Extrapolation, and Risk","AUFFRV5H","The Journal of Finance","10.2307/2329262",1994
"851","Jegadeesh, Narasimhan; Titman, Sheridan","Returns to Buying Winners and Selling Losers: Implications for Stock Market Efficiency","PMQRM3QL","The Journal of Finance","10.1111/j.1540-6261.1993.tb04702.x",1993
"852","Wang, Z. Jay; Nanda, Vikram K.; Zheng, Lu","The ABCs of Mutual Funds: On the Introduction of Multiple Share Classes","U5FAE22E","SSRN Electronic Journal","10.2139/ssrn.676246",2005
"853","Lintner, John","The Valuation of Risk Assets and the Selection of Risky Investments in Stock Portfolios and Capital Budgets","8FLUBWMI","The Review of Economics and Statistics","10.2307/1924119",1965
"854","Jegadeesh, Narasimhan; Titman, Sheridan","Returns to Buying Winners and Selling Losers: Implications for Stock Market Efficiency","NQYQIW4Y","The Journal of Finance","10.2307/2328882",1993
"855","Lynch, Anthony W.; Musto, David K.","How Investors Interpret Past Fund Returns","VKTWXIY7","The Journal of Finance","10.1111/1540-6261.00596",2003
"856","Birkes, David; Dodge, Yadolah","Alternative methods of regression","8R96XQ6Y","","",1993
"857","Bondt, Werner F. M. De; Thaler, Richard H.","Further Evidence on Investor Overreaction and Stock Market Seasonality","63PHHAKQ","The Journal of Finance","10.2307/2328371",1987
"858","Birkes, David; Dodge, Yadolah","Alternative Methods of Regression: Birkes/Alternative - Alternative Methods of Regression: Birkes/Alternative","AIEN8AE5","","",1993
"859","Blume, Marshall E.; Stambaugh, Robert F.","BIASES IN COMPUTED RETURNS An Application to the Size Effect","F5K8BPGN","Journal of Financial Economics","10.1016/0304-405x(83)90056-9",1983
"860","Bondt, Werner F. M. De; Thaler, Richard","Does the Stock Market Overreact?","X6SMWRXK","The Journal of Finance","10.2307/2327804",1985
"861","Kahneman, Daniel; Slovic, Paul; Tversky, Amos","Judgment under uncertainty: Causality and attribution","7CW6KBDR",NA,"",1982
"862","Banz, Rolf W.","The relationship between return and market value of common stocks","U3ISRGEK","Journal of Financial Economics","10.1016/0304-405x(81)90018-0",1981
"863","","Judgment under Uncertainty","YH368H8K","","",1982
"864","Pástor, Ľuboš; Stambaugh, Robert F.","Investing in equity mutual funds","WPEBSKA9","Journal of Financial Economics","10.1016/s0304-405x(02)00065-x",2002
"865","Guerard, John B.","Is There a Cost to Being Socially Responsible in Investing","HJ9T9EU6","Journal of Forecasting","10.1002/(sici)1099-131x(199712)16:7<475::aid-for668>3.0.co;2-x",1997
"866","Jensen, Michael C.","The Performance of Mutual Funds in the Period 1945-1964","RT69VLI3","The Journal of Finance","10.2307/2325404",1968
"867","Brav, Alon; Heaton, J.B.","Competing Theories of Financial Anomalies","JTXI3X7I","Review of Financial Studies","10.1093/rfs/15.2.575",2002
"868","Keeney, Ralph L.; Raiffa, Howard","Decisions with multiple objectives: preferences and value tradeoffs","36MHZ2VF",NA,"",1993
"869","Fama, Eugene F.; French, Kenneth R.","The Cross-Section of Expected Stock Returns","IKRMRJVK","The Journal of Finance","10.2307/2329112",1992
"870","Stern, Paul C.; Dietz, Thomas","The Value Basis of Environmental Concern","NNQYPTJX","Journal of Social Issues","10.1111/j.1540-4560.1994.tb02420.x",1994
"871","Eriksson, Louise; Garvill, Jörgen; Nordlund, Annika","Acceptability of travel demand management measures: The importance of problem awareness, personal norm, freedom, and fairness","S4NCU36Z","Journal of Environmental Psychology","10.1016/j.jenvp.2006.05.003",2006
"872","Schwartz, Shalom H.; Melech, Gila; Lehmann, Arielle; Burgess, Steven M.; Harris, Mari; Owens, Vicki","Extending the Cross-Cultural Validity of the Theory of Basic Human Values with a Different Method of Measurement","8ZKEQET3","Journal of Cross-Cultural Psychology","10.1177/0022022101032005001",2001
"873","de Groot, Judith I. M.; Steg, Linda","Value Orientations to Explain Beliefs Related to Environmental Significant Behavior How to Measure Egoistic, Altruistic, and Biospheric Value Orientations","XZPKYNRR","Environment and Behavior","10.1177/0013916506297831",2007
"874","Franzen, Axel","Environmental Attitudes in International Comparison: An Analysis of the ISSP Surveys 1993 and 2000*","T6IJK3VA","Social Science Quarterly","10.1111/1540-6237.8402005",2003
"875","Steg, Linda; L, Dreijerink; Abrahamse, Wokje","Factors influencing the acceptability of energy policies: A test of VBN theory","M98NFFXJ","Journal of Environmental Psychology","10.1016/j.jenvp.2005.08.003",2005
"876","Neuman, Keith","Personal values and commitment to energy conservation.","7ZTDEXJC","Environment and Behavior","10.1177/0013916586181003",1986
"877","Rohan, Meg J.","A Rose by Any Name? The Values Construct","QFFTGJ39","Personality and Social Psychology Review","10.1207/s15327957pspr0403_4",2000
"878","Houghton, John Theodore; Ding, Y.; Griggs, David John; Noguer, M.; van der Linden, P. J.; Dai, X.; Maskell, K.; Johnson, C. A.","Climate change 2001: the scientific basis","3DKEWBLL","Foreign Affairs","10.2307/20033020",2002
"879","Schultz, P. Wesley; Gouveia, Valdiney Veloso; Cameron, Linda D.; Tankha, Geetika","Values and their Relationship to Environmental Concern and Conservation Behavior","UDUUDWK3","Journal of Cross-Cultural Psychology","10.1177/0022022105275962",2005
"880","Stern, Paul C.; Kalof, Linda; Dietz, Thomas; Guagnano, Gregory A.","Values, Beliefs, and Proenvironmental Action: Attitude Formation Toward Emergent Attitude Objects1","57IFGTX7","Journal of Applied Social Psychology","10.1111/j.1559-1816.1995.tb02636.x",1995
"881","Gosling, Samuel D.; Vazire, Simine; Srivastava, Sanjay; John, Oliver P.","Should we trust web-based studies? A comparative analysis of six preconceptions about internet questionnaires.","ZI9KII83","The American psychologist","10.1037/0003-066x.59.2.93",2004
"882","Schwartz, Shalom H.; Bardi, Anat","Value hierarchies across cultures: Taking a similarities perspective","RMM7KWZF","Journal of Cross-Cultural Psychology","10.1177/0022022101032003002",2001
"883","Dietz, Thomas; Stern, Paul C.; Guagnano, Gregory A.","Social Structural and Social Psychological Bases of Environmental Concern","ATJSJPT3","Environment and Behavior","10.1177/001391659803000402",1998
"884","Steg, Linda","Environmental problems and human behavior, 2nd edition","N6ZBAR7F","Journal of Environmental Psychology","10.1016/j.jenvp.2005.01.003",2005
"885","Schultz, P. Wesley; Zelezny, Lynnette","Values and Proenvironmental Behavior A Five-Country Survey","WQU9WERE","Journal of Cross-Cultural Psychology","10.1177/0022022198294003",1998
"886","Inglehart, Ronald","Changing values, economic development and political change","VIIC697M","International Social Science Journal","",1995
"887","McCrae, Robert R.; Zonderman, Alan B.; Costa, Paul T.; Bond, Michael Harris; Paunonen, Sampo V.","Evaluating replicability of factors in the Revised NEO Personality Inventory: Confirmatory factor analysis versus Procrustes rotation.","N7HSAF4K","Journal of Personality and Social Psychology","10.1037/0022-3514.70.3.552",1996
"888","Karp, David Gutierrez","Values and their Effect on Pro-Environmental Behavior:","L4RJC94N","Environment and Behavior","10.1177/0013916596281006",1996
"889","Cameron, Linda D.; Brown, Paul M.; Chapman, Judith G.","Social Value Orientations and Decisions to Take Proenvironmental Action1","XPRZTAPL","Journal of Applied Social Psychology","10.1111/j.1559-1816.1998.tb01726.x",1998
"890","Thøgersen, John; Ölander, Folke","Human values and the emergence of a sustainable consumption pattern: A panel study","JZB3AL7A","Journal of Economic Psychology","10.1016/s0167-4870(02)00120-4",2002
"891","Gärling, Tommy; Fujii, Satoshi; Gärling, Anita; Jakobsson, Cecilia","Moderating effects of social value orientation on determinants of proenvironmental behavior intention","SJ6HRMFA","Journal of Environmental Psychology","10.1016/s0272-4944(02)00081-6",2003
"892","Axelrod, Lawrence J.","Balancing Personal Needs with Environmental Preservation: Identifying the Values that Guide Decisions in Ecological Dilemmas","CUM89Z9Z","Journal of Social Issues","10.1111/j.1540-4560.1994.tb02421.x",1994
"893","Stern, Paul C.; Dietz, Thomas; Kalof, Linda","Value Orientations, Gender, and Environmental Concern:","ZIRRR2CU","Environment and Behavior","10.1177/0013916593255002",1993
"894","Poortinga, Wouter; Steg, Linda; Vlek, Charles","Values, Environmental Concern, and Environmental Behavior A Study into Household Energy Use","QJPUQHWC","Environment and Behavior","10.1177/0013916503251466",2004
"895","Verplanken, Bas; Holland, Rob W.","Motivated decision making: Effects of activation and self-centrality of values on choices and behavior","4N9U7KR8","Journal of personality and social psychology","10.1037/0022-3514.82.3.434",2002
"896","Nordlund, Annika; Garvill, Jörgen","Effects of values, problem awareness, and personal norm on willingness to reduce personal car use","JK443AYF","Journal of Environmental Psychology","10.1016/s0272-4944(03)00037-9",2003
"897","Schultz, P. Wesley; Zelezny, Lynnette","VALUES AS PREDICTORS OF ENVIRONMENTAL ATTITUDES: EVIDENCE FOR CONSISTENCY ACROSS 14 COUNTRIES","C95Q9BFI","Journal of Environmental Psychology","10.1006/jevp.1999.0129",1999
